"MovieID" "ratings_per_movie" "sum_ratings" "avg_ratings" "Title" "Genres" "Year" "adjusted_rating" "tmp_mutate$Genres"
"51" 1278 1193 5071 4.25062866722548 "Young Frankenstein (1974)" "Horror" 1974 4.12719269526126 "Horror"
"52" 1219 1263 5328 4.21852731591449 "Psycho (1960)" "Horror" 1960 4.10638004241239 "Horror"
"53" 1214 2024 8419 4.15958498023715 "Alien (1979)" "Horror" 1979 4.09157757777092 "Horror"
"54" 1387 1697 6940 4.08956982911019 "Jaws (1975)" "Horror" 1975 4.01986324870279 "Horror"
"55" 1258 1087 4462 4.1048758049678 "Shining, The (1980)" "Horror" 1980 4.0007876895322 "Horror"
"56" 919 1718 7298 4.24796274738067 "Wizard of Oz, The (1939)" "Musical" 1939 4.15748806486988 "Musical"
"57" 899 751 3217 4.28362183754993 "Singin' in the Rain (1952)" "Musical" 1952 4.0980212321408 "Musical"
"58" 1288 1118 4673 4.17978533094812 "This Is Spinal Tap (1984)" "Musical" 1984 4.06345521945393 "Musical"
"59" 914 636 2642 4.15408805031447 "My Fair Lady (1964)" "Musical" 1964 3.98351763733441 "Musical"
"60" 2300 658 2727 4.14437689969605 "Producers, The (1968)" "Musical" 1968 3.98067528470316 "Musical"
"61" 904 1050 4700 4.47619047619048 "Rear Window (1954)" "Mystery" 1954 4.2932585833942 "Mystery"
"62" 913 1043 4585 4.39597315436242 "Maltese Falcon, The (1941)" "Mystery" 1941 4.22855609633985 "Mystery"
"63" 1252 1185 5142 4.33924050632911 "Chinatown (1974)" "Mystery" 1974 4.19868786396576 "Mystery"
"64" 1617 2288 9654 4.21940559440559 "L.A. Confidential (1997)" "Mystery" 1997 4.15210542455818 "Mystery"
"65" 1212 480 2137 4.45208333333333 "Third Man, The (1949)" "Mystery" 1949 4.13877893079351 "Mystery"
"66" 912 1669 7365 4.41282204913122 "Casablanca (1942)" "Romance" 1942 4.29711281976274 "Romance"
"67" 1197 2318 9976 4.3037100949094 "Princess Bride, The (1987)" "Romance" 1987 4.22839804364992 "Romance"
"68" 1247 1261 5354 4.24583663758921 "Graduate, The (1967)" "Romance" 1967 4.1287283366896 "Romance"
"69" 969 1057 4494 4.25165562913907 "African Queen, The (1951)" "Romance" 1951 4.1153591566037 "Romance"
"70" 899 751 3217 4.28362183754993 "Singin' in the Rain (1952)" "Romance" 1952 4.0980212321408 "Romance"
"71" 260 2991 13321 4.45369441658308 "Star Wars: Episode IV - A New Hope (1977)" "Sci-Fi" 1977 4.38151214888387 "Sci-Fi"
"72" 750 1367 6083 4.44989027066569 "Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)" "Sci-Fi" 1963 4.30672133360785 "Sci-Fi"
"73" 2571 2590 11178 4.31583011583012 "Matrix, The (1999)" "Sci-Fi" 1999 4.24653711489913 "Sci-Fi"
"74" 1196 2990 12836 4.29297658862876 "Star Wars: Episode V - The Empire Strikes Back (1980)" "Sci-Fi" 1980 4.23407814935483 "Sci-Fi"
"75" 541 1800 7692 4.27333333333333 "Blade Runner (1982)" "Sci-Fi" 1982 4.18313483923692 "Sci-Fi"
"76" 50 1783 8054 4.5171060011217 "Usual Suspects, The (1995)" "Thriller" 1995 4.39411228196819 "Thriller"
"77" 2762 2459 10835 4.40626270841806 "Sixth Sense, The (1999)" "Thriller" 1999 4.32469945654533 "Thriller"
"78" 904 1050 4700 4.47619047619048 "Rear Window (1954)" "Thriller" 1954 4.2932585833942 "Thriller"
"79" 593 2578 11219 4.35182311869666 "Silence of the Lambs, The (1991)" "Thriller" 1991 4.27882715225306 "Thriller"
"80" 908 1315 5765 4.38403041825095 "North by Northwest (1959)" "Thriller" 1959 4.24737933250125 "Thriller"
"81" 527 2304 10392 4.51041666666667 "Schindler's List (1993)" "War" 1993 4.41302043971207 "War"
"82" 750 1367 6083 4.44989027066569 "Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)" "War" 1963 4.30672133360785 "War"
"83" 912 1669 7365 4.41282204913122 "Casablanca (1942)" "War" 1942 4.29711281976274 "War"
"84" 2028 2653 11507 4.33735393893705 "Saving Private Ryan (1998)" "War" 1998 4.26756704784713 "War"
"85" 1196 2990 12836 4.29297658862876 "Star Wars: Episode V - The Empire Strikes Back (1980)" "War" 1980 4.23407814935483 "War"
"86" 1304 1419 5982 4.21564482029598 "Butch Cassidy and the Sundance Kid (1969)" "Western" 1969 4.11431704277169 "Western"
"87" 1201 822 3398 4.1338199513382 "Good, The Bad and The Ugly, The (1966)" "Western" 1966 3.99731548500312 "Western"
"88" 1266 997 4078 4.09027081243731 "Unforgiven (1992)" "Western" 1992 3.98189960535376 "Western"
"89" 3671 1119 4529 4.047363717605 "Blazing Saddles (1974)" "Western" 1974 3.95684954780471 "Western"
"90" 3030 215 947 4.4046511627907 "Yojimbo (1961)" "Western" 1961 3.94652139483661 "Western"
